vehicle_id,brand,model,vehicle_type,fuel_type,ex_showroom_price,on_road_price,mileage_kmpl_or_range_km,engine_cc,power_bhp,transmission,number_of_variants,number_of_colors,city,rating,review_count,model_year
436,Yamaha,FZ-FI,Scooter,Petrol,175084,212597,45.7,110,19.3,Automatic,3,1,Bengaluru,4.7,754,2026
437,Bajaj,Pulsar 125,Bike,Petrol,446164,496957,60.4,250,9.8,Automatic,5,3,Chennai,4.2,2258,2023
438,Honda,Unicorn,Bike,Petrol,139231,162135,43.7,400,43.5,Manual,5,2,Hyderabad,4.5,432,2024
439,Royal Enfield,Bullet 350,Bike,Petrol,267278,321375,56.2,150,44.1,Manual,3,1,Hyderabad,4.2,23,2023
440,Honda,SP 125,Bike,Petrol,213178,255401,64.5,100,39.4,Manual,3,4,Jaipur,4.6,929,2026
441,Bajaj,Pulsar NS200,Bike,Petrol,246323,285868,68.2,160,15.5,Manual,5,4,Pune,4.0,1765,2024
442,Suzuki,Access 125,Bike,Petrol,94777,111761,74.7,200,42.2,Manual,4,3,Jaipur,4.8,1288,2025
443,Bajaj,Pulsar NS160,Bike,Petrol,234357,266876,53.9,150,38.8,Automatic,4,3,Pune,3.7,825,2026
444,Yamaha,FZ-X,Bike,Petrol,310847,360248,45.6,250,19.0,Manual,4,2,Pune,4.6,595,2025
445,KTM,125 Duke,Scooter,Petrol,403246,447857,67.3,125,30.1,Automatic,4,2,Pune,5.0,427,2026
446,Yamaha,MT-15,Bike,Petrol,73177,88866,52.4,125,12.1,Manual,3,1,Kolkata,3.7,1562,2026
447,Yamaha,R15 V4,Bike,Petrol,288177,346950,40.3,125,12.3,Automatic,5,3,Hyderabad,3.6,1201,2026
448,Yamaha,R15 V4,Bike,Petrol,350291,385850,57.3,150,35.4,Automatic,3,3,Delhi,4.1,189,2024
449,TVS,Apache RTR 160,Bike,Petrol,159202,180737,70.6,450,37.8,Manual,3,4,Kolkata,5.0,1842,2023
450,Royal Enfield,Himalayan 450,Scooter,Petrol,320095,373932,58.3,350,35.6,Manual,5,5,Lucknow,4.2,2174,2026
451,KTM,200 Duke,Scooter,Petrol,370313,420518,57.8,450,24.1,Automatic,5,4,Jaipur,3.3,2453,2025
452,Suzuki,Access 125,Bike,Petrol,178034,212413,46.5,250,11.0,Automatic,4,4,Jaipur,4.0,2426,2023
453,Ola,Roadster,Electric Scooter,Electric,131705,146223,148.2,0,13.2,Automatic,5,2,Lucknow,4.0,1333,2024
454,Suzuki,Access 125,Scooter,Petrol,344349,400610,63.4,110,40.3,Manual,5,5,Kolkata,4.0,1892,2024
455,KTM,390 Adventure,Bike,Petrol,122241,136424,50.3,400,41.2,Manual,4,5,Lucknow,4.1,1938,2026
456,Yamaha,Fascino 125,Scooter,Petrol,149146,174851,57.5,125,37.0,Automatic,4,2,Delhi,4.7,1135,2024
457,Honda,Unicorn,Scooter,Petrol,331186,369406,67.2,450,31.6,Automatic,5,1,Jaipur,4.6,605,2025
458,Bajaj,Pulsar NS160,Scooter,Petrol,192101,221152,68.1,400,9.1,Manual,3,2,Mumbai,3.8,511,2023
459,Hero,Splendor Plus,Bike,Petrol,426417,502945,66.5,400,32.9,Automatic,4,5,Delhi,3.2,268,2026
460,Ola,S1 Air,Electric Scooter,Electric,128162,143089,180.3,1,10.7,Automatic,3,5,Kolkata,3.5,209,2025
461,Yamaha,Fascino 125,Scooter,Petrol,159455,187491,42.0,400,30.0,Manual,3,2,Lucknow,4.2,558,2024
462,Suzuki,Access 125,Scooter,Petrol,246071,300157,61.0,200,14.7,Manual,3,3,Ahmedabad,4.9,1574,2025
463,Hero,Xtreme 125R,Scooter,Petrol,355011,419882,68.6,160,40.9,Manual,4,2,Jaipur,4.6,1162,2025
464,KTM,200 Duke,Scooter,Petrol,233600,265995,44.2,125,29.9,Automatic,4,2,Mumbai,4.7,2261,2024
465,Royal Enfield,Meteor 350,Bike,Petrol,74583,90615,52.0,100,18.9,Manual,4,1,Bengaluru,4.5,1364,2026
466,Yamaha,FZ-X,Bike,Petrol,236929,282201,59.3,300,12.5,Manual,5,1,Bengaluru,3.6,921,2025
467,Ather,450X,Electric Scooter,Electric,109398,125661,144.3,1,9.5,Automatic,4,2,Kolkata,4.8,2235,2025
468,Suzuki,Gixxer,Bike,Petrol,93930,104489,50.4,100,41.0,Automatic,3,4,Hyderabad,4.0,685,2026
469,Hero,Xtreme 160R,Scooter,Petrol,168535,187505,72.7,150,12.5,Manual,3,3,Bengaluru,3.4,628,2023
470,TVS,Apache RTR 200 4V,Bike,Petrol,324427,363291,46.7,150,16.0,Manual,4,2,Chennai,3.6,1648,2025
471,Suzuki,Avenis 125,Scooter,Petrol,401473,489394,58.2,125,38.6,Manual,4,3,Delhi,5.0,1987,2025
472,Bajaj,Dominar 400,Scooter,Petrol,321210,377639,74.3,110,21.5,Manual,5,4,Bengaluru,4.2,515,2024
473,KTM,250 Duke,Bike,Petrol,389676,450812,75.0,350,30.7,Automatic,4,1,Mumbai,4.5,2447,2026
474,KTM,390 Adventure,Bike,Petrol,396612,475443,52.0,110,12.6,Manual,4,3,Bengaluru,4.8,883,2026
475,Yamaha,Fascino 125,Scooter,Petrol,144569,176363,76.5,150,38.1,Manual,5,1,Hyderabad,4.8,821,2024
476,Royal Enfield,Himalayan 450,Bike,Petrol,364564,405402,78.6,100,18.4,Manual,5,2,Jaipur,3.7,914,2024
477,Honda,Unicorn,Scooter,Petrol,217131,260232,56.6,250,44.5,Manual,3,1,Mumbai,3.6,1655,2023
478,KTM,200 Duke,Scooter,Petrol,312113,371521,69.3,450,20.7,Manual,5,3,Bengaluru,4.1,2183,2026
479,Royal Enfield,Bullet 350,Scooter,Petrol,399521,451401,75.6,100,34.2,Automatic,4,5,Hyderabad,3.4,1591,2026
480,Yamaha,Fascino 125,Bike,Petrol,412761,501542,53.8,300,40.5,Manual,3,3,Chennai,3.8,337,2025
481,Suzuki,Gixxer,Scooter,Petrol,236999,260911,63.5,125,26.7,Manual,3,1,Bengaluru,4.8,376,2026
482,Suzuki,Burgman Street,Scooter,Petrol,364531,437289,54.1,400,30.9,Manual,4,5,Delhi,4.2,1898,2025
483,Honda,SP 125,Bike,Petrol,306356,341795,79.8,400,23.8,Manual,4,2,Pune,3.2,667,2025
484,Ather,Rizta,Electric Scooter,Electric,119550,136317,113.9,1,14.1,Automatic,5,4,Bengaluru,4.3,1596,2025
485,Suzuki,Burgman Street,Bike,Petrol,190580,214680,58.3,400,36.6,Manual,4,1,Mumbai,4.5,1067,2025
486,Yamaha,R15 V4,Bike,Petrol,196049,230501,79.4,200,20.6,Automatic,4,1,Hyderabad,4.9,844,2025
487,Ather,Rizta,Electric Scooter,Electric,165986,184151,90.5,0,13.9,Manual,3,3,Pune,4.5,1536,2024
488,Bajaj,Dominar 400,Bike,Petrol,374801,443873,77.0,400,10.9,Manual,5,2,Pune,4.7,1574,2025
489,KTM,125 Duke,Scooter,Petrol,325928,372942,44.9,200,18.7,Automatic,3,1,Chennai,4.7,388,2024
490,Suzuki,V-Strom SX,Scooter,Petrol,371604,450525,66.9,450,10.3,Automatic,4,5,Jaipur,4.9,1102,2025
491,Hero,HF Deluxe,Scooter,Petrol,429446,500037,63.0,160,44.3,Manual,3,2,Ahmedabad,4.2,880,2023
492,Royal Enfield,Classic 350,Bike,Petrol,362651,402059,61.7,150,26.0,Automatic,4,1,Lucknow,4.1,1356,2023
493,Hero,Xtreme 125R,Bike,Petrol,409076,481551,48.5,350,10.2,Automatic,4,5,Jaipur,4.6,2444,2026
494,Royal Enfield,Meteor 350,Bike,Petrol,68543,79896,69.4,100,12.0,Manual,4,4,Lucknow,4.7,951,2026
495,Ola,Roadster X,Electric Scooter,Electric,197113,225247,91.8,1,11.2,Automatic,3,5,Pune,3.8,987,2023
496,Honda,Hornet 2.0,Scooter,Petrol,389036,460635,45.1,125,13.1,Automatic,4,1,Delhi,4.7,410,2025
497,Ather,450 Apex,Scooter,Electric,194331,224769,154.3,0,9.9,Manual,4,1,Kolkata,4.2,1106,2023
498,Yamaha,FZ-FI,Bike,Petrol,305346,348121,76.3,300,25.5,Manual,4,5,Lucknow,3.5,231,2025
499,Hero,Xtreme 125R,Scooter,Petrol,402935,489913,62.1,125,24.0,Manual,3,1,Pune,4.0,2461,2023
500,Honda,Shine,Scooter,Petrol,200996,229266,49.5,150,36.5,Automatic,4,5,Mumbai,4.3,246,2024
